assembly_accession,bioproject,biosample,wgs_master,excluded_from_refseq,refseq_category,relation_to_type_material,taxid,species_taxid,organism_name,infraspecific_name,isolate,version_status,assembly_level,release_type,genome_rep,seq_rel_date,asm_name_x,submitter,gbrs_paired_asm,paired_asm_comp,ftp_path,local_filename,strain,orig_name,to_annotate,gsize,nb_conts,L90,file,asm_name_y,name_no_strain,label
GCF_900474935.1,PRJNA224116,SAMEA3572429,,,na,,1314,1314,Streptococcus pyogenes,strain=NCTC12047,,latest,Complete Genome,Major,Full,2018/06/17,41851_F01,SC,GCA_900474935.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/474/935/GCF_900474935.1_41851_F01,./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_900474935.1/GCF_900474935.1_41851_F01_genomic.fna.gz,STPY.0321.00148,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900474935.1_41851_F01_genomic.fna_prepare-split125N.fna,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900474935.1_41851_F01_genomic.fna_prepare-split125N.fna,1805495,1,1,GCF_900474935.1_41851_F01_genomic.fna_prepare-split125N.fna,41851_F01,NCTC12047,Streptococcus pyogenes NCTC12047
GCF_900474945.1,PRJNA224116,SAMEA3597580,,,na,,1314,1314,Streptococcus pyogenes,strain=NCTC8316,,latest,Complete Genome,Major,Full,2018/06/18,42017_E01,SC,GCA_900474945.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/474/945/GCF_900474945.1_42017_E01,./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_900474945.1/GCF_900474945.1_42017_E01_genomic.fna.gz,STPY.0321.00149,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900474945.1_42017_E01_genomic.fna_prepare-split125N.fna,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900474945.1_42017_E01_genomic.fna_prepare-split125N.fna,1786462,1,1,GCF_900474945.1_42017_E01_genomic.fna_prepare-split125N.fna,42017_E01,NCTC8316,Streptococcus pyogenes NCTC8316
GCF_900474955.1,PRJNA224116,SAMEA3542442,,,na,,1314,1314,Streptococcus pyogenes,strain=NCTC8332,,latest,Complete Genome,Major,Full,2018/06/18,41800_H01,SC,GCA_900474955.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/474/955/GCF_900474955.1_41800_H01,./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_900474955.1/GCF_900474955.1_41800_H01_genomic.fna.gz,STPY.0321.00150,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900474955.1_41800_H01_genomic.fna_prepare-split125N.fna,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900474955.1_41800_H01_genomic.fna_prepare-split125N.fna,1921449,1,1,GCF_900474955.1_41800_H01_genomic.fna_prepare-split125N.fna,41800_H01,NCTC8332,Streptococcus pyogenes NCTC8332
GCF_900474965.1,PRJNA224116,SAMEA3572417,,,na,,1314,1314,Streptococcus pyogenes,strain=NCTC8231,,latest,Complete Genome,Major,Full,2018/06/17,41825_D01,SC,GCA_900474965.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/474/965/GCF_900474965.1_41825_D01,./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_900474965.1/GCF_900474965.1_41825_D01_genomic.fna.gz,STPY.0321.00151,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900474965.1_41825_D01_genomic.fna_prepare-split125N.fna,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900474965.1_41825_D01_genomic.fna_prepare-split125N.fna,1796043,1,1,GCF_900474965.1_41825_D01_genomic.fna_prepare-split125N.fna,41825_D01,NCTC8231,Streptococcus pyogenes NCTC8231
GCF_900474975.1,PRJNA224116,SAMEA3594345,,,na,,1314,1314,Streptococcus pyogenes,strain=NCTC12052,,latest,Complete Genome,Major,Full,2018/06/17,41906_B02,SC,GCA_900474975.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/474/975/GCF_900474975.1_41906_B02,./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_900474975.1/GCF_900474975.1_41906_B02_genomic.fna.gz,STPY.0321.00152,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900474975.1_41906_B02_genomic.fna_prepare-split125N.fna,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900474975.1_41906_B02_genomic.fna_prepare-split125N.fna,1857727,1,1,GCF_900474975.1_41906_B02_genomic.fna_prepare-split125N.fna,41906_B02,NCTC12052,Streptococcus pyogenes NCTC12052
GCF_900474995.1,PRJNA224116,SAMEA3594343,,,na,,1314,1314,Streptococcus pyogenes,strain=NCTC12840,,latest,Complete Genome,Major,Full,2018/06/17,41906_H01,SC,GCA_900474995.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/474/995/GCF_900474995.1_41906_H01,./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_900474995.1/GCF_900474995.1_41906_H01_genomic.fna.gz,STPY.0321.00153,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900474995.1_41906_H01_genomic.fna_prepare-split125N.fna,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900474995.1_41906_H01_genomic.fna_prepare-split125N.fna,1838787,1,1,GCF_900474995.1_41906_H01_genomic.fna_prepare-split125N.fna,41906_H01,NCTC12840,Streptococcus pyogenes NCTC12840
GCF_900475005.1,PRJNA224116,SAMEA3594349,,,na,,1314,1314,Streptococcus pyogenes,strain=NCTC12062,,latest,Complete Genome,Major,Full,2018/06/17,41906_F02,SC,GCA_900475005.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/475/005/GCF_900475005.1_41906_F02,./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_900475005.1/GCF_900475005.1_41906_F02_genomic.fna.gz,STPY.0321.00154,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900475005.1_41906_F02_genomic.fna_prepare-split125N.fna,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900475005.1_41906_F02_genomic.fna_prepare-split125N.fna,1827653,1,1,GCF_900475005.1_41906_F02_genomic.fna_prepare-split125N.fna,41906_F02,NCTC12062,Streptococcus pyogenes NCTC12062
GCF_900475035.1,PRJNA224116,SAMEA3594357,,,na,,1314,1314,Streptococcus pyogenes,strain=NCTC12064,,latest,Complete Genome,Major,Full,2018/06/17,41965_F01,SC,GCA_900475035.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/475/035/GCF_900475035.1_41965_F01,./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_900475035.1/GCF_900475035.1_41965_F01_genomic.fna.gz,STPY.0321.00155,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900475035.1_41965_F01_genomic.fna_prepare-split125N.fna,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900475035.1_41965_F01_genomic.fna_prepare-split125N.fna,1746380,1,1,GCF_900475035.1_41965_F01_genomic.fna_prepare-split125N.fna,41965_F01,NCTC12064,Streptococcus pyogenes NCTC12064
GCF_900475075.1,PRJNA224116,SAMEA3632069,,,na,,1314,1314,Streptococcus pyogenes,strain=NCTC8195,,latest,Complete Genome,Major,Full,2018/06/17,42290_F02,SC,GCA_900475075.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/475/075/GCF_900475075.1_42290_F02,./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_900475075.1/GCF_900475075.1_42290_F02_genomic.fna.gz,STPY.0321.00156,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900475075.1_42290_F02_genomic.fna_prepare-split125N.fna,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900475075.1_42290_F02_genomic.fna_prepare-split125N.fna,1898595,1,1,GCF_900475075.1_42290_F02_genomic.fna_prepare-split125N.fna,42290_F02,NCTC8195,Streptococcus pyogenes NCTC8195
GCF_900475085.1,PRJNA224116,SAMEA3632058,,,na,,1314,1314,Streptococcus pyogenes,strain=NCTC8324,,latest,Complete Genome,Major,Full,2018/06/17,42206_C01,SC,GCA_900475085.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/475/085/GCF_900475085.1_42206_C01,./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_900475085.1/GCF_900475085.1_42206_C01_genomic.fna.gz,STPY.0321.00157,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900475085.1_42206_C01_genomic.fna_prepare-split125N.fna,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900475085.1_42206_C01_genomic.fna_prepare-split125N.fna,1915789,1,1,GCF_900475085.1_42206_C01_genomic.fna_prepare-split125N.fna,42206_C01,NCTC8324,Streptococcus pyogenes NCTC8324
GCF_900475105.1,PRJNA224116,SAMEA3594360,,,na,,1314,1314,Streptococcus pyogenes,strain=NCTC4001,,latest,Complete Genome,Major,Full,2018/06/17,41975_C01,SC,GCA_900475105.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/475/105/GCF_900475105.1_41975_C01,./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_900475105.1/GCF_900475105.1_41975_C01_genomic.fna.gz,STPY.0321.00158,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900475105.1_41975_C01_genomic.fna_prepare-split125N.fna,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900475105.1_41975_C01_genomic.fna_prepare-split125N.fna,1766320,1,1,GCF_900475105.1_41975_C01_genomic.fna_prepare-split125N.fna,41975_C01,NCTC4001,Streptococcus pyogenes NCTC4001
GCF_900475115.1,PRJNA224116,SAMEA3614262,,,na,,1314,1314,Streptococcus pyogenes,strain=NCTC8326,,latest,Complete Genome,Major,Full,2018/06/17,42197_A01,SC,GCA_900475115.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/475/115/GCF_900475115.1_42197_A01,./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_900475115.1/GCF_900475115.1_42197_A01_genomic.fna.gz,STPY.0321.00159,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900475115.1_42197_A01_genomic.fna_prepare-split125N.fna,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900475115.1_42197_A01_genomic.fna_prepare-split125N.fna,1891095,1,1,GCF_900475115.1_42197_A01_genomic.fna_prepare-split125N.fna,42197_A01,NCTC8326,Streptococcus pyogenes NCTC8326
GCF_900475135.1,PRJNA224116,SAMEA3594351,,,na,,1314,1314,Streptococcus pyogenes,strain=NCTC12067,,latest,Complete Genome,Major,Full,2018/06/17,41906_H02,SC,GCA_900475135.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/475/135/GCF_900475135.1_41906_H02,./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_900475135.1/GCF_900475135.1_41906_H02_genomic.fna.gz,STPY.0321.00160,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900475135.1_41906_H02_genomic.fna_prepare-split125N.fna,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900475135.1_41906_H02_genomic.fna_prepare-split125N.fna,1752074,1,1,GCF_900475135.1_41906_H02_genomic.fna_prepare-split125N.fna,41906_H02,NCTC12067,Streptococcus pyogenes NCTC12067
GCF_900475155.1,PRJNA224116,SAMEA3594352,,,na,,1314,1314,Streptococcus pyogenes,strain=NCTC12068,,latest,Complete Genome,Major,Full,2018/06/17,41975_A01,SC,GCA_900475155.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/475/155/GCF_900475155.1_41975_A01,./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_900475155.1/GCF_900475155.1_41975_A01_genomic.fna.gz,STPY.0321.00161,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900475155.1_41975_A01_genomic.fna_prepare-split125N.fna,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900475155.1_41975_A01_genomic.fna_prepare-split125N.fna,1751353,1,1,GCF_900475155.1_41975_A01_genomic.fna_prepare-split125N.fna,41975_A01,NCTC12068,Streptococcus pyogenes NCTC12068
GCF_900475165.1,PRJNA224116,SAMEA3649042,,,na,,1314,1314,Streptococcus pyogenes,strain=NCTC8230,,latest,Complete Genome,Major,Full,2018/06/17,42731_D01,SC,GCA_900475165.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/475/165/GCF_900475165.1_42731_D01,./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_900475165.1/GCF_900475165.1_42731_D01_genomic.fna.gz,STPY.0321.00162,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900475165.1_42731_D01_genomic.fna_prepare-split125N.fna,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900475165.1_42731_D01_genomic.fna_prepare-split125N.fna,1931144,1,1,GCF_900475165.1_42731_D01_genomic.fna_prepare-split125N.fna,42731_D01,NCTC8230,Streptococcus pyogenes NCTC8230
GCF_900475175.1,PRJNA224116,SAMEA3662939,,,na,,1314,1314,Streptococcus pyogenes,strain=NCTC10876,,latest,Complete Genome,Major,Full,2018/06/17,42912_A02,SC,GCA_900475175.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/475/175/GCF_900475175.1_42912_A02,./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_900475175.1/GCF_900475175.1_42912_A02_genomic.fna.gz,STPY.0321.00163,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900475175.1_42912_A02_genomic.fna_prepare-split125N.fna,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900475175.1_42912_A02_genomic.fna_prepare-split125N.fna,1906305,1,1,GCF_900475175.1_42912_A02_genomic.fna_prepare-split125N.fna,42912_A02,NCTC10876,Streptococcus pyogenes NCTC10876
GCF_900475335.1,PRJNA224116,SAMEA3662934,,,na,,1314,1314,Streptococcus pyogenes,strain=NCTC8322,,latest,Complete Genome,Major,Full,2018/06/18,42912_D01,SC,GCA_900475335.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/475/335/GCF_900475335.1_42912_D01,./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_900475335.1/GCF_900475335.1_42912_D01_genomic.fna.gz,STPY.0321.00164,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900475335.1_42912_D01_genomic.fna_prepare-split125N.fna,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900475335.1_42912_D01_genomic.fna_prepare-split125N.fna,1829590,1,1,GCF_900475335.1_42912_D01_genomic.fna_prepare-split125N.fna,42912_D01,NCTC8322,Streptococcus pyogenes NCTC8322
GCF_900475425.1,PRJNA224116,SAMEA3729940,,,na,,1314,1314,Streptococcus pyogenes,strain=NCTC10874,,latest,Complete Genome,Major,Full,2018/06/17,43908_F01,SC,GCA_900475425.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/475/425/GCF_900475425.1_43908_F01,./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_900475425.1/GCF_900475425.1_43908_F01_genomic.fna.gz,STPY.0321.00165,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900475425.1_43908_F01_genomic.fna_prepare-split125N.fna,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900475425.1_43908_F01_genomic.fna_prepare-split125N.fna,1764453,1,1,GCF_900475425.1_43908_F01_genomic.fna_prepare-split125N.fna,43908_F01,NCTC10874,Streptococcus pyogenes NCTC10874
GCF_900475455.1,PRJNA224116,SAMEA3871783,,,na,,1314,1314,Streptococcus pyogenes,strain=NCTC10879,,latest,Complete Genome,Major,Full,2018/06/17,44451_G01,SC,GCA_900475455.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/475/455/GCF_900475455.1_44451_G01,./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_900475455.1/GCF_900475455.1_44451_G01_genomic.fna.gz,STPY.0321.00166,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900475455.1_44451_G01_genomic.fna_prepare-split125N.fna,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900475455.1_44451_G01_genomic.fna_prepare-split125N.fna,1908146,1,1,GCF_900475455.1_44451_G01_genomic.fna_prepare-split125N.fna,44451_G01,NCTC10879,Streptococcus pyogenes NCTC10879
GCF_900475465.1,PRJNA224116,SAMEA53411668,,,na,,1314,1314,Streptococcus pyogenes,strain=NCTC8224,,latest,Complete Genome,Major,Full,2018/06/18,42969_C01,SC,GCA_900475465.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/475/465/GCF_900475465.1_42969_C01,./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_900475465.1/GCF_900475465.1_42969_C01_genomic.fna.gz,STPY.0321.00167,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900475465.1_42969_C01_genomic.fna_prepare-split125N.fna,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900475465.1_42969_C01_genomic.fna_prepare-split125N.fna,1811249,1,1,GCF_900475465.1_42969_C01_genomic.fna_prepare-split125N.fna,42969_C01,NCTC8224,Streptococcus pyogenes NCTC8224
GCF_900475475.1,PRJNA224116,SAMEA3871791,,,na,,1314,1314,Streptococcus pyogenes,strain=NCTC13738,,latest,Complete Genome,Major,Full,2018/06/17,44503_G02,SC,GCA_900475475.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/475/475/GCF_900475475.1_44503_G02,./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_900475475.1/GCF_900475475.1_44503_G02_genomic.fna.gz,STPY.0321.00168,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900475475.1_44503_G02_genomic.fna_prepare-split125N.fna,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900475475.1_44503_G02_genomic.fna_prepare-split125N.fna,1847336,1,1,GCF_900475475.1_44503_G02_genomic.fna_prepare-split125N.fna,44503_G02,NCTC13738,Streptococcus pyogenes NCTC13738
GCF_900475485.1,PRJNA224116,SAMEA53413168,,,na,,1314,1314,Streptococcus pyogenes,strain=NCTC8320,,latest,Complete Genome,Major,Full,2018/06/17,42969_E01,SC,GCA_900475485.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/475/485/GCF_900475485.1_42969_E01,./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_900475485.1/GCF_900475485.1_42969_E01_genomic.fna.gz,STPY.0321.00169,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900475485.1_42969_E01_genomic.fna_prepare-split125N.fna,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900475485.1_42969_E01_genomic.fna_prepare-split125N.fna,1863040,1,1,GCF_900475485.1_42969_E01_genomic.fna_prepare-split125N.fna,42969_E01,NCTC8320,Streptococcus pyogenes NCTC8320
GCF_900475495.1,PRJNA224116,SAMEA3871794,,,na,,1314,1314,Streptococcus pyogenes,strain=NCTC13742,,latest,Complete Genome,Major,Full,2018/06/17,44626_H01,SC,GCA_900475495.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/475/495/GCF_900475495.1_44626_H01,./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_900475495.1/GCF_900475495.1_44626_H01_genomic.fna.gz,STPY.0321.00170,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900475495.1_44626_H01_genomic.fna_prepare-split125N.fna,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900475495.1_44626_H01_genomic.fna_prepare-split125N.fna,1934623,1,1,GCF_900475495.1_44626_H01_genomic.fna_prepare-split125N.fna,44626_H01,NCTC13742,Streptococcus pyogenes NCTC13742
GCF_900475525.1,PRJNA224116,SAMEA3879489,,,na,,1314,1314,Streptococcus pyogenes,strain=NCTC13743,,latest,Complete Genome,Major,Full,2018/06/17,44738_D02,SC,GCA_900475525.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/475/525/GCF_900475525.1_44738_D02,./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_900475525.1/GCF_900475525.1_44738_D02_genomic.fna.gz,STPY.0321.00172,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900475525.1_44738_D02_genomic.fna_prepare-split125N.fna,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900475525.1_44738_D02_genomic.fna_prepare-split125N.fna,1846983,1,1,GCF_900475525.1_44738_D02_genomic.fna_prepare-split125N.fna,44738_D02,NCTC13743,Streptococcus pyogenes NCTC13743
GCF_900475565.1,PRJNA224116,SAMEA3662931,,,na,,1314,1314,Streptococcus pyogenes,strain=NCTC10880,,latest,Complete Genome,Major,Full,2018/06/17,42912_A01,SC,GCA_900475565.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/475/565/GCF_900475565.1_42912_A01,./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_900475565.1/GCF_900475565.1_42912_A01_genomic.fna.gz,STPY.0321.00171,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900475565.1_42912_A01_genomic.fna_prepare-split125N.fna,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900475565.1_42912_A01_genomic.fna_prepare-split125N.fna,1785401,1,1,GCF_900475565.1_42912_A01_genomic.fna_prepare-split125N.fna,42912_A01,NCTC10880,Streptococcus pyogenes NCTC10880
GCF_900475615.1,PRJNA224116,SAMEA3871782,,,na,,1314,1314,Streptococcus pyogenes,strain=NCTC8227,,latest,Complete Genome,Major,Full,2018/06/17,44451_E01,SC,GCA_900475615.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/475/615/GCF_900475615.1_44451_E01,./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_900475615.1/GCF_900475615.1_44451_E01_genomic.fna.gz,STPY.0321.00173,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900475615.1_44451_E01_genomic.fna_prepare-split125N.fna,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900475615.1_44451_E01_genomic.fna_prepare-split125N.fna,1822334,1,1,GCF_900475615.1_44451_E01_genomic.fna_prepare-split125N.fna,44451_E01,NCTC8227,Streptococcus pyogenes NCTC8227
GCF_900475645.1,PRJNA224116,SAMEA3881058,,,na,,1314,1314,Streptococcus pyogenes,strain=NCTC10085,,latest,Complete Genome,Major,Full,2018/06/17,44927_B01,SC,GCA_900475645.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/475/645/GCF_900475645.1_44927_B01,./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_900475645.1/GCF_900475645.1_44927_B01_genomic.fna.gz,STPY.0321.00174,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900475645.1_44927_B01_genomic.fna_prepare-split125N.fna,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900475645.1_44927_B01_genomic.fna_prepare-split125N.fna,1795272,1,1,GCF_900475645.1_44927_B01_genomic.fna_prepare-split125N.fna,44927_B01,NCTC10085,Streptococcus pyogenes NCTC10085
GCF_900475705.1,PRJNA224116,SAMEA3879490,,,na,,1314,1314,Streptococcus pyogenes,strain=NCTC13744,,latest,Complete Genome,Major,Full,2018/06/17,44858_B01,SC,GCA_900475705.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/475/705/GCF_900475705.1_44858_B01,./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_900475705.1/GCF_900475705.1_44858_B01_genomic.fna.gz,STPY.0321.00175,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900475705.1_44858_B01_genomic.fna_prepare-split125N.fna,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900475705.1_44858_B01_genomic.fna_prepare-split125N.fna,1808803,1,1,GCF_900475705.1_44858_B01_genomic.fna_prepare-split125N.fna,44858_B01,NCTC13744,Streptococcus pyogenes NCTC13744
GCF_900475765.1,PRJNA224116,SAMEA4012328,,,na,,1314,1314,Streptococcus pyogenes,strain=NCTC13736,,latest,Complete Genome,Major,Full,2018/06/17,46931_G01,SC,GCA_900475765.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/475/765/GCF_900475765.1_46931_G01,./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_900475765.1/GCF_900475765.1_46931_G01_genomic.fna.gz,STPY.0321.00176,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900475765.1_46931_G01_genomic.fna_prepare-split125N.fna,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900475765.1_46931_G01_genomic.fna_prepare-split125N.fna,1913208,1,1,GCF_900475765.1_46931_G01_genomic.fna_prepare-split125N.fna,46931_G01,NCTC13736,Streptococcus pyogenes NCTC13736
GCF_900475785.1,PRJNA224116,SAMEA3956099,,,na,,1314,1314,Streptococcus pyogenes,strain=NCTC10877,,latest,Complete Genome,Major,Full,2018/06/17,46514_A03,SC,GCA_900475785.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/475/785/GCF_900475785.1_46514_A03,./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_900475785.1/GCF_900475785.1_46514_A03_genomic.fna.gz,STPY.0321.00177,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900475785.1_46514_A03_genomic.fna_prepare-split125N.fna,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900475785.1_46514_A03_genomic.fna_prepare-split125N.fna,1789295,1,1,GCF_900475785.1_46514_A03_genomic.fna_prepare-split125N.fna,46514_A03,NCTC10877,Streptococcus pyogenes NCTC10877
GCF_900475795.1,PRJNA224116,SAMEA4557824,,,na,,1314,1314,Streptococcus pyogenes,strain=NCTC8304,,latest,Complete Genome,Major,Full,2018/06/17,46514_A02,SC,GCA_900475795.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/475/795/GCF_900475795.1_46514_A02,./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_900475795.1/GCF_900475795.1_46514_A02_genomic.fna.gz,STPY.0321.00178,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900475795.1_46514_A02_genomic.fna_prepare-split125N.fna,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900475795.1_46514_A02_genomic.fna_prepare-split125N.fna,1790372,1,1,GCF_900475795.1_46514_A02_genomic.fna_prepare-split125N.fna,46514_A02,NCTC8304,Streptococcus pyogenes NCTC8304
