block,species,chr,chr_beg,chr_end,orientation
42,STPY.0321.00159,1,537110,549883,+
42,STPY.0321.00178,1,1192461,1205215,-
42,STPY.0321.00188,1,1337275,1350029,-
42,STPY.0321.00040,1,1260495,1273250,-
42,STPY.0321.00106,1,1283144,1295916,-
42,STPY.0321.00017,1,1364023,1376778,-
42,STPY.0321.00186,1,1270226,1282980,-
42,STPY.0321.00111,1,1259445,1272199,-
42,STPY.0321.00030,1,1194353,1207113,-
42,STPY.0321.00185,1,1293354,1306108,-
42,STPY.0321.00190,1,542877,555649,+
42,STPY.0321.00180,1,543501,556253,+
42,STPY.0321.00181,1,1150919,1163662,-
42,STPY.0321.00023,1,542993,555765,+
42,STPY.0321.00184,1,536936,549691,+
42,STPY.0321.00183,1,1341453,1354208,-
42,STPY.0321.00165,1,1206883,1219638,-
42,STPY.0321.00047,1,583767,596539,+
42,STPY.0321.00095,1,1199244,1211999,-
42,STPY.0321.00039,1,583581,596353,+
42,STPY.0321.00036,1,545909,558665,+
42,STPY.0321.00076,1,542294,555066,+
42,STPY.0321.00035,1,574991,587760,+
42,STPY.0321.00027,1,1376506,1389277,-
42,STPY.0321.00031,1,1379641,1392403,-
42,STPY.0321.00034,1,1206806,1219560,-
42,STPY.0321.00158,1,348873,361629,+
42,STPY.0321.00052,1,542294,555066,+
42,STPY.0321.00029,1,1337485,1350239,-
42,STPY.0321.00054,1,542292,555064,+
42,STPY.0321.00150,1,1323415,1336187,-
42,STPY.0321.00177,1,544787,557544,+
42,STPY.0321.00011,1,1346696,1359468,-
42,STPY.0321.00009,1,1286188,1298960,-
42,STPY.0321.00020,1,1346671,1359443,-
42,STPY.0321.00008,1,1190614,1203386,-
42,STPY.0321.00013,1,650688,663462,+
42,STPY.0321.00014,1,1177207,1189962,-
42,STPY.0321.00018,1,1346678,1359450,-
42,STPY.0321.00012,1,1309327,1322082,-
42,STPY.0321.00081,1,1302571,1315342,-
42,STPY.0321.00045,1,1347183,1359954,-
42,STPY.0321.00004,1,572611,585366,+
42,STPY.0321.00006,1,946545,959300,-
42,STPY.0321.00196,1,571500,584273,+
42,STPY.0321.00015,1,1244422,1257177,-
42,STPY.0321.00025,1,572897,585652,+
42,STPY.0321.00022,1,542296,555068,+
42,STPY.0321.00149,1,1236133,1248889,-
42,STPY.0321.00026,1,1331034,1343788,-
42,STPY.0321.00016,1,1276530,1289285,-
41,STPY.0321.00072,1,525889,542955,+
41,STPY.0321.00071,1,525226,542292,+
41,STPY.0321.00070,1,525142,542208,+
41,STPY.0321.00079,1,1302662,1319726,-
41,STPY.0321.00080,1,1279028,1296092,-
41,STPY.0321.00062,1,525892,542958,+
41,STPY.0321.00061,1,594635,611699,+
41,STPY.0321.00082,1,1265205,1282271,-
41,STPY.0321.00057,1,594635,611699,+
41,STPY.0321.00067,1,1247281,1264348,-
41,STPY.0321.00065,1,525868,542934,+
41,STPY.0321.00066,1,1363627,1380692,-
41,STPY.0321.00064,1,1283998,1300780,-
41,STPY.0321.00077,1,525892,542958,+
41,STPY.0321.00101,1,1288994,1306059,-
41,STPY.0321.00102,1,1264720,1281783,-
41,STPY.0321.00108,1,589426,606490,+
41,STPY.0321.00103,1,1279276,1296340,-
41,STPY.0321.00109,1,536315,553401,+
41,STPY.0321.00105,1,1220179,1237244,-
41,STPY.0321.00087,1,544463,561527,+
41,STPY.0321.00097,1,1281421,1298486,-
41,STPY.0321.00089,1,1219917,1236982,-
41,STPY.0321.00075,1,525244,542310,+
41,STPY.0321.00083,1,1310369,1327432,-
41,STPY.0321.00086,1,1376264,1393329,-
41,STPY.0321.00085,1,525557,542623,+
41,STPY.0321.00094,1,1236737,1253803,-
41,STPY.0321.00096,1,1248263,1265328,-
41,STPY.0321.00093,1,1300113,1317179,-
41,STPY.0321.00091,1,1299309,1316374,-
41,STPY.0321.00217,1,334674,351734,-
41,STPY.0321.00219,1,1366912,1383977,+
41,STPY.0321.00213,1,1284654,1301719,-
41,STPY.0321.00216,1,583806,600870,+
41,STPY.0321.00197,1,1323885,1340950,-
41,STPY.0321.00203,1,1260415,1277480,-
41,STPY.0321.00218,1,526588,543653,+
41,STPY.0321.00204,1,1359726,1376792,-
41,STPY.0321.00199,1,1296135,1313199,-
41,STPY.0321.00110,1,489096,506161,-
41,STPY.0321.00200,1,1314289,1331378,-
41,STPY.0321.00099,1,584650,601714,+
41,STPY.0321.00051,1,566696,583761,+
41,STPY.0321.00198,1,583686,600750,+
41,STPY.0321.00128,1,606703,623791,+
41,STPY.0321.00033,1,1266928,1284056,-
41,STPY.0321.00130,1,606703,623791,+
41,STPY.0321.00129,1,1265235,1282323,-
41,STPY.0321.00127,1,545037,562102,+
41,STPY.0321.00208,1,1188114,1205180,-
41,STPY.0321.00068,1,525892,542958,+
41,STPY.0321.00050,1,1290287,1307373,-
41,STPY.0321.00201,1,1265914,1282979,-
41,STPY.0321.00056,1,525894,542960,+
41,STPY.0321.00133,1,1336189,1353269,-
41,STPY.0321.00134,1,524955,542021,+
41,STPY.0321.00078,1,525781,542847,+
41,STPY.0321.00132,1,606044,623110,+
41,STPY.0321.00115,1,659594,676660,+
41,STPY.0321.00001,1,1209698,1226764,-
41,STPY.0321.00053,1,1300575,1317641,-
41,STPY.0321.00090,1,516124,533187,+
41,STPY.0321.00202,1,1335536,1352602,-
41,STPY.0321.00048,1,1218920,1235985,-
41,STPY.0321.00113,1,1209747,1226813,-
41,STPY.0321.00114,1,1209970,1227036,-
41,STPY.0321.00121,1,1215037,1232103,-
41,STPY.0321.00137,1,1335927,1353007,-
41,STPY.0321.00161,1,1217942,1235008,-
41,STPY.0321.00007,1,589768,606832,+
41,STPY.0321.00205,1,1342888,1359976,-
41,STPY.0321.00131,1,1283098,1300163,-
41,STPY.0321.00147,1,578775,595838,+
41,STPY.0321.00126,1,1321848,1338935,-
41,STPY.0321.00098,1,533288,550354,+
41,STPY.0321.00116,1,1,16963,-
41,STPY.0321.00116,1,1806843,1823909,-
41,STPY.0321.00156,1,1312277,1329343,-
41,STPY.0321.00187,1,1285639,1302726,-
41,STPY.0321.00120,1,582046,599112,+
41,STPY.0321.00100,1,522687,539752,+
41,STPY.0321.00032,1,525343,542408,+
41,STPY.0321.00195,1,1310909,1327974,-
41,STPY.0321.00084,1,522970,540035,+
41,STPY.0321.00215,1,1250052,1267117,-
41,STPY.0321.00148,1,1228706,1245772,-
41,STPY.0321.00104,1,1231775,1248840,-
41,STPY.0321.00171,1,1232723,1249787,-
41,STPY.0321.00003,1,583645,600709,+
41,STPY.0321.00162,1,1337251,1354317,-
41,STPY.0321.00160,1,1175067,1192133,-
41,STPY.0321.00142,1,598488,615554,+
41,STPY.0321.00063,1,1353713,1370841,-
41,STPY.0321.00107,1,554238,571304,+
41,STPY.0321.00140,1,1222234,1239301,-
41,STPY.0321.00073,1,525881,542947,+
41,STPY.0321.00125,1,1364529,1381616,-
41,STPY.0321.00123,1,1328029,1345116,-
41,STPY.0321.00136,1,510778,527845,+
41,STPY.0321.00194,1,1252533,1269598,-
41,STPY.0321.00145,1,1217030,1234095,-
41,STPY.0321.00059,1,1267843,1284971,-
41,STPY.0321.00135,1,566316,583381,+
41,STPY.0321.00151,1,529825,546892,+
41,STPY.0321.00005,1,1291134,1308200,-
41,STPY.0321.00206,1,1240018,1257084,-
41,STPY.0321.00139,1,1023754,1040819,-
41,STPY.0321.00143,1,1220419,1237481,-
41,STPY.0321.00176,1,527681,544745,+
41,STPY.0321.00088,1,533937,551003,+
41,STPY.0321.00163,1,534006,551072,+
41,STPY.0321.00174,1,1217989,1235054,-
41,STPY.0321.00037,1,1273947,1291096,-
41,STPY.0321.00153,1,236172,253252,+
41,STPY.0321.00044,1,1175369,1192435,-
41,STPY.0321.00164,1,1277498,1294549,-
41,STPY.0321.00060,1,1234346,1251412,-
41,STPY.0321.00166,1,526111,543177,+
41,STPY.0321.00192,1,689193,706281,-
41,STPY.0321.00193,1,589694,606782,+
41,STPY.0321.00154,1,531315,548382,+
41,STPY.0321.00055,1,1353900,1371028,-
41,STPY.0321.00155,1,550494,567560,+
41,STPY.0321.00074,1,525903,542968,+
41,STPY.0321.00167,1,548483,565549,+
41,STPY.0321.00112,1,1214634,1231700,-
41,STPY.0321.00169,1,1290438,1307503,-
41,STPY.0321.00144,1,1277364,1294450,-
41,STPY.0321.00157,1,615082,632147,+
41,STPY.0321.00168,1,1259788,1276856,-
41,STPY.0321.00041,1,525891,542957,+
41,STPY.0321.00146,1,514061,531128,+
41,STPY.0321.00119,1,525650,542716,+
41,STPY.0321.00118,1,519833,536920,+
41,STPY.0321.00049,1,525892,542958,+
41,STPY.0321.00046,1,1209288,1226354,-
41,STPY.0321.00043,1,525893,542959,+
41,STPY.0321.00152,1,1298469,1315534,-
41,STPY.0321.00141,1,1305764,1322830,-
41,STPY.0321.00038,1,1297706,1314771,+
41,STPY.0321.00117,1,1289268,1306333,-
41,STPY.0321.00122,1,1380016,1397081,-
41,STPY.0321.00042,1,1250856,1267922,-
41,STPY.0321.00028,1,1314305,1331370,-
41,STPY.0321.00019,1,530120,547187,+
41,STPY.0321.00092,1,1165715,1182780,-
41,STPY.0321.00124,1,519689,536776,+
41,STPY.0321.00207,1,1227803,1244868,-
41,STPY.0321.00209,1,1229773,1246839,-
41,STPY.0321.00214,1,1264573,1281638,-
41,STPY.0321.00191,1,583074,600160,+
41,STPY.0321.00211,1,1203388,1220477,-
41,STPY.0321.00138,1,529110,546176,+
41,STPY.0321.00002,1,374421,391486,-
41,STPY.0321.00212,1,1202554,1219643,-
41,STPY.0321.00210,1,633290,650355,+
41,STPY.0321.00173,1,1228578,1245664,-
41,STPY.0321.00175,1,1216208,1233274,-
41,STPY.0321.00172,1,540272,557210,+
41,STPY.0321.00170,1,1377460,1394526,-
41,STPY.0321.00069,1,1331991,1349057,-
41,STPY.0321.00179,1,525162,542227,+
41,STPY.0321.00182,1,1302315,1319381,-
41,STPY.0321.00189,1,1324484,1341550,-
41,STPY.0321.00010,1,1165439,1182505,-
41,STPY.0321.00024,1,525225,542291,+
41,STPY.0321.00058,1,525226,542292,+
41,STPY.0321.00021,1,509082,526148,+
41,STPY.0321.00159,1,520022,537109,+
41,STPY.0321.00178,1,1205217,1222303,-
41,STPY.0321.00188,1,1350031,1367096,-
41,STPY.0321.00040,1,1273252,1290318,-
41,STPY.0321.00106,1,1295918,1312984,-
41,STPY.0321.00017,1,1376780,1393845,-
41,STPY.0321.00186,1,1282982,1300047,-
41,STPY.0321.00111,1,1272201,1289266,-
41,STPY.0321.00030,1,1207115,1224181,-
41,STPY.0321.00185,1,1306110,1323175,-
41,STPY.0321.00190,1,525810,542876,+
41,STPY.0321.00180,1,526434,543500,+
41,STPY.0321.00181,1,1163664,1180729,-
41,STPY.0321.00023,1,525926,542992,+
41,STPY.0321.00184,1,519870,536935,+
41,STPY.0321.00183,1,1354210,1371338,-
41,STPY.0321.00165,1,1219640,1236704,-
41,STPY.0321.00047,1,566701,583766,+
41,STPY.0321.00095,1,1212001,1229067,-
41,STPY.0321.00039,1,566514,583580,+
41,STPY.0321.00036,1,528844,545908,+
41,STPY.0321.00076,1,525227,542293,+
41,STPY.0321.00035,1,557925,574990,+
41,STPY.0321.00027,1,1389279,1406345,-
41,STPY.0321.00031,1,1392405,1409471,-
41,STPY.0321.00034,1,1219562,1236627,-
41,STPY.0321.00158,1,331780,348872,+
41,STPY.0321.00052,1,525227,542293,+
41,STPY.0321.00029,1,1350241,1367306,-
41,STPY.0321.00054,1,525225,542291,+
41,STPY.0321.00150,1,1336189,1353269,-
41,STPY.0321.00177,1,527720,544786,+
41,STPY.0321.00011,1,1359470,1376557,-
41,STPY.0321.00009,1,1298962,1316028,-
41,STPY.0321.00020,1,1359445,1376532,-
41,STPY.0321.00008,1,1203388,1220477,-
41,STPY.0321.00013,1,633623,650687,+
41,STPY.0321.00014,1,1189964,1207030,-
41,STPY.0321.00018,1,1359452,1376539,-
41,STPY.0321.00012,1,1322084,1339149,-
41,STPY.0321.00081,1,1315344,1332411,-
41,STPY.0321.00045,1,1359956,1377022,-
41,STPY.0321.00004,1,555545,572610,+
41,STPY.0321.00006,1,959302,976395,-
41,STPY.0321.00196,1,554411,571499,+
41,STPY.0321.00015,1,1257179,1274245,-
41,STPY.0321.00025,1,555831,572896,+
41,STPY.0321.00022,1,525229,542295,+
41,STPY.0321.00149,1,1248891,1265956,-
41,STPY.0321.00026,1,1343790,1360855,-
41,STPY.0321.00016,1,1289287,1306352,-
40,STPY.0321.00072,1,494144,517204,+
40,STPY.0321.00071,1,493489,516541,+
40,STPY.0321.00070,1,493405,516457,+
40,STPY.0321.00079,1,1328447,1351495,-
40,STPY.0321.00080,1,1304811,1327863,-
40,STPY.0321.00062,1,494155,517207,+
40,STPY.0321.00061,1,522706,545758,+
40,STPY.0321.00082,1,1290943,1313994,-
40,STPY.0321.00057,1,522706,545758,+
40,STPY.0321.00067,1,1272994,1296047,-
40,STPY.0321.00065,1,494159,517211,+
40,STPY.0321.00066,1,1389413,1412461,-
40,STPY.0321.00064,1,1309462,1332513,-
40,STPY.0321.00077,1,494155,517207,+
40,STPY.0321.00101,1,1314714,1337767,-
40,STPY.0321.00102,1,1290454,1313501,-
40,STPY.0321.00108,1,519448,542499,+
40,STPY.0321.00103,1,1305082,1328133,-
40,STPY.0321.00109,1,504559,527608,+
40,STPY.0321.00105,1,1245927,1268979,-
40,STPY.0321.00087,1,494216,517209,+
40,STPY.0321.00097,1,1307071,1330122,-
40,STPY.0321.00089,1,1287678,1310730,-
40,STPY.0321.00075,1,493507,516559,+
40,STPY.0321.00083,1,1336115,1359166,-
40,STPY.0321.00086,1,1401983,1425034,-
40,STPY.0321.00085,1,493804,516823,+
40,STPY.0321.00094,1,1262446,1285496,-
40,STPY.0321.00096,1,1274062,1297112,-
40,STPY.0321.00093,1,1325913,1348964,-
40,STPY.0321.00091,1,1325056,1348101,-
40,STPY.0321.00217,1,398661,421711,-
40,STPY.0321.00219,1,1335143,1358192,+
40,STPY.0321.00213,1,1310373,1333426,-
40,STPY.0321.00216,1,513827,536878,+
40,STPY.0321.00197,1,1349673,1372724,-
40,STPY.0321.00203,1,1286201,1309249,-
40,STPY.0321.00218,1,494854,517906,+
40,STPY.0321.00204,1,1385499,1408550,-
40,STPY.0321.00199,1,1360126,1383176,-
40,STPY.0321.00110,1,556253,579305,-
40,STPY.0321.00200,1,1363722,1386773,-
40,STPY.0321.00099,1,552941,575993,+
40,STPY.0321.00051,1,534959,558011,+
40,STPY.0321.00198,1,513709,536760,+
40,STPY.0321.00128,1,1384873,1407930,-
40,STPY.0321.00033,1,1292744,1315793,-
40,STPY.0321.00130,1,1384779,1407836,-
40,STPY.0321.00129,1,1384844,1407901,-
40,STPY.0321.00127,1,513277,536330,+
40,STPY.0321.00208,1,1213862,1236910,-
40,STPY.0321.00068,1,494155,517207,+
40,STPY.0321.00050,1,1316080,1339130,-
40,STPY.0321.00201,1,1291634,1314687,-
40,STPY.0321.00056,1,494157,517209,+
40,STPY.0321.00133,1,1400961,1423978,-
40,STPY.0321.00134,1,493220,516272,+
40,STPY.0321.00078,1,494044,517096,+
40,STPY.0321.00132,1,574340,597389,+
40,STPY.0321.00115,1,627887,650939,+
40,STPY.0321.00001,1,1235447,1258494,-
40,STPY.0321.00053,1,1326386,1349437,-
40,STPY.0321.00090,1,484329,507381,+
40,STPY.0321.00202,1,1361287,1384338,-
40,STPY.0321.00048,1,1244656,1267709,-
40,STPY.0321.00113,1,1235496,1258544,-
40,STPY.0321.00114,1,1235719,1258767,-
40,STPY.0321.00121,1,1240786,1263834,-
40,STPY.0321.00137,1,1400699,1423716,-
40,STPY.0321.00161,1,1243690,1266739,-
40,STPY.0321.00007,1,519790,542841,+
40,STPY.0321.00205,1,1368698,1391748,-
40,STPY.0321.00131,1,1308818,1331870,-
40,STPY.0321.00147,1,507428,530479,+
40,STPY.0321.00126,1,1347657,1370707,-
40,STPY.0321.00098,1,501490,524543,+
40,STPY.0321.00116,1,25618,48669,-
40,STPY.0321.00156,1,1338064,1361111,-
40,STPY.0321.00187,1,1311448,1334498,-
40,STPY.0321.00120,1,550314,573362,+
40,STPY.0321.00100,1,490981,514030,+
40,STPY.0321.00032,1,493609,516661,+
40,STPY.0321.00195,1,1336631,1359683,-
40,STPY.0321.00084,1,491237,514287,+
40,STPY.0321.00215,1,1275852,1298900,-
40,STPY.0321.00148,1,1254416,1277468,-
40,STPY.0321.00104,1,1257523,1280572,-
40,STPY.0321.00171,1,1258169,1281220,-
40,STPY.0321.00003,1,513668,536719,+
40,STPY.0321.00162,1,1363052,1386099,-
40,STPY.0321.00160,1,1200816,1223864,-
40,STPY.0321.00142,1,529986,553038,+
40,STPY.0321.00063,1,1379529,1402582,-
40,STPY.0321.00107,1,522454,545504,+
40,STPY.0321.00140,1,1248035,1271084,-
40,STPY.0321.00073,1,494144,517196,+
40,STPY.0321.00125,1,1390338,1413388,-
40,STPY.0321.00123,1,1353838,1376888,-
40,STPY.0321.00136,1,478994,502044,+
40,STPY.0321.00194,1,1314884,1337936,-
40,STPY.0321.00145,1,1242829,1265874,-
40,STPY.0321.00059,1,1293659,1316712,-
40,STPY.0321.00135,1,534585,557633,+
40,STPY.0321.00151,1,498041,521090,+
40,STPY.0321.00005,1,1316885,1339936,-
40,STPY.0321.00206,1,1307254,1330303,-
40,STPY.0321.00139,1,1049475,1072528,-
40,STPY.0321.00143,1,1246152,1269201,-
40,STPY.0321.00176,1,495957,519009,+
40,STPY.0321.00088,1,502300,525352,+
40,STPY.0321.00163,1,502369,525421,+
40,STPY.0321.00174,1,1243775,1266823,-
40,STPY.0321.00037,1,1299784,1322837,-
40,STPY.0321.00153,1,165463,188480,+
40,STPY.0321.00044,1,1201118,1224166,-
40,STPY.0321.00164,1,1303256,1326307,-
40,STPY.0321.00060,1,1260136,1283186,-
40,STPY.0321.00166,1,494376,517428,+
40,STPY.0321.00192,1,757758,780809,-
40,STPY.0321.00193,1,516503,539560,+
40,STPY.0321.00154,1,499520,522580,+
40,STPY.0321.00055,1,1379716,1402769,-
40,STPY.0321.00155,1,518709,541760,+
40,STPY.0321.00074,1,494166,517218,+
40,STPY.0321.00167,1,476995,500045,+
40,STPY.0321.00112,1,1240383,1263431,-
40,STPY.0321.00169,1,1316226,1339277,-
40,STPY.0321.00144,1,1303184,1326234,-
40,STPY.0321.00157,1,545560,568613,+
40,STPY.0321.00168,1,1285441,1308492,-
40,STPY.0321.00041,1,494154,517206,+
40,STPY.0321.00146,1,482273,505327,+
40,STPY.0321.00119,1,493996,517048,+
40,STPY.0321.00118,1,488060,511111,+
40,STPY.0321.00049,1,494155,517207,+
40,STPY.0321.00046,1,1235037,1258085,-
40,STPY.0321.00043,1,494156,517208,+
40,STPY.0321.00152,1,1324268,1347319,-
40,STPY.0321.00141,1,1331565,1354618,-
40,STPY.0321.00038,1,1265997,1289051,+
40,STPY.0321.00117,1,1314988,1338041,-
40,STPY.0321.00122,1,1405815,1428866,-
40,STPY.0321.00042,1,1276605,1299653,-
40,STPY.0321.00028,1,1380443,1403494,-
40,STPY.0321.00019,1,498325,521385,+
40,STPY.0321.00092,1,1191514,1214566,-
40,STPY.0321.00124,1,487916,510967,+
40,STPY.0321.00207,1,1253568,1276622,-
40,STPY.0321.00209,1,1255523,1278571,-
40,STPY.0321.00214,1,1290293,1313346,-
40,STPY.0321.00191,1,551328,574380,+
40,STPY.0321.00211,1,1270869,1293920,-
40,STPY.0321.00138,1,497340,520389,+
40,STPY.0321.00002,1,400220,423265,-
40,STPY.0321.00212,1,1270031,1293082,-
40,STPY.0321.00210,1,601520,624569,+
40,STPY.0321.00173,1,1298454,1321504,-
40,STPY.0321.00175,1,1242010,1265080,-
40,STPY.0321.00172,1,508485,531536,+
40,STPY.0321.00170,1,1403261,1426314,-
40,STPY.0321.00069,1,1357742,1380793,-
40,STPY.0321.00179,1,493426,516479,+
40,STPY.0321.00182,1,1328064,1351112,-
40,STPY.0321.00189,1,1350275,1373329,-
40,STPY.0321.00010,1,1191239,1214290,-
40,STPY.0321.00024,1,493488,516540,+
40,STPY.0321.00058,1,493489,516541,+
40,STPY.0321.00021,1,477297,500348,+
40,STPY.0321.00159,1,488249,511300,+
40,STPY.0321.00178,1,1230997,1254048,-
40,STPY.0321.00188,1,1375751,1398804,-
40,STPY.0321.00040,1,1340488,1363537,-
40,STPY.0321.00106,1,1321719,1344772,-
40,STPY.0321.00017,1,1402579,1425630,-
40,STPY.0321.00186,1,1308702,1331755,-
40,STPY.0321.00111,1,1297921,1320973,-
40,STPY.0321.00030,1,1232915,1255964,-
40,STPY.0321.00185,1,1331830,1354883,-
40,STPY.0321.00190,1,494073,517125,+
40,STPY.0321.00180,1,494636,517689,+
40,STPY.0321.00181,1,1189449,1212499,-
40,STPY.0321.00023,1,494189,517241,+
40,STPY.0321.00184,1,488162,511215,+
40,STPY.0321.00183,1,1380026,1403079,-
40,STPY.0321.00165,1,1245386,1268437,-
40,STPY.0321.00047,1,534964,558016,+
40,STPY.0321.00095,1,1237801,1260850,-
40,STPY.0321.00039,1,534777,557829,+
40,STPY.0321.00036,1,497138,520189,+
40,STPY.0321.00076,1,493490,516542,+
40,STPY.0321.00035,1,526127,549178,+
40,STPY.0321.00027,1,1415030,1438081,-
40,STPY.0321.00031,1,1418206,1441259,-
40,STPY.0321.00034,1,1245284,1268336,-
40,STPY.0321.00158,1,299987,323039,+
40,STPY.0321.00052,1,493490,516542,+
40,STPY.0321.00029,1,1375961,1399014,-
40,STPY.0321.00054,1,493488,516540,+
40,STPY.0321.00150,1,1400961,1423978,-
40,STPY.0321.00177,1,495988,519037,+
40,STPY.0321.00011,1,1385279,1408329,-
40,STPY.0321.00009,1,1324672,1347725,-
40,STPY.0321.00020,1,1385254,1408304,-
40,STPY.0321.00008,1,1270869,1293920,-
40,STPY.0321.00013,1,563643,586694,+
40,STPY.0321.00014,1,1215712,1238760,-
40,STPY.0321.00018,1,1385261,1408311,-
40,STPY.0321.00012,1,1347870,1370918,-
40,STPY.0321.00081,1,1341057,1363321,-
40,STPY.0321.00045,1,1385707,1408758,-
40,STPY.0321.00004,1,482402,505455,+
40,STPY.0321.00006,1,985060,1008111,-
40,STPY.0321.00196,1,481229,504286,+
40,STPY.0321.00015,1,1282918,1305969,-
40,STPY.0321.00025,1,524411,547465,+
40,STPY.0321.00022,1,493492,516544,+
40,STPY.0321.00149,1,1274692,1297743,-
40,STPY.0321.00026,1,1410947,1433999,-
40,STPY.0321.00016,1,1315071,1338119,-
39,STPY.0321.00072,1,484349,492107,+
39,STPY.0321.00071,1,483694,491452,+
39,STPY.0321.00070,1,483610,491368,+
39,STPY.0321.00079,1,1353533,1361291,-
39,STPY.0321.00080,1,1329901,1337659,-
39,STPY.0321.00062,1,484360,492118,+
39,STPY.0321.00061,1,512911,520669,+
39,STPY.0321.00082,1,1316032,1323787,-
39,STPY.0321.00057,1,512911,520669,+
39,STPY.0321.00067,1,1298085,1305843,-
39,STPY.0321.00065,1,484364,492122,+
39,STPY.0321.00066,1,1414499,1422257,-
39,STPY.0321.00064,1,1334551,1342309,-
39,STPY.0321.00077,1,484360,492118,+
39,STPY.0321.00101,1,1339805,1347554,-
39,STPY.0321.00102,1,1315539,1323298,-
39,STPY.0321.00108,1,509656,517411,+
39,STPY.0321.00103,1,1330171,1337926,-
39,STPY.0321.00109,1,494756,502522,+
39,STPY.0321.00105,1,1271017,1278775,-
39,STPY.0321.00087,1,484424,492181,+
39,STPY.0321.00097,1,1332160,1339907,-
39,STPY.0321.00089,1,1312004,1319763,-
39,STPY.0321.00075,1,483712,491470,+
39,STPY.0321.00083,1,1361203,1368961,-
39,STPY.0321.00086,1,1427072,1434827,-
39,STPY.0321.00085,1,483978,491733,+
39,STPY.0321.00094,1,1287534,1295289,-
39,STPY.0321.00096,1,1299150,1306896,-
39,STPY.0321.00093,1,1351001,1358756,-
39,STPY.0321.00091,1,1350139,1357897,-
39,STPY.0321.00217,1,423749,431504,-
39,STPY.0321.00219,1,1325348,1333106,+
39,STPY.0321.00213,1,1335464,1343213,-
39,STPY.0321.00216,1,504035,511790,+
39,STPY.0321.00197,1,1374763,1382521,-
39,STPY.0321.00203,1,1311287,1319045,-
39,STPY.0321.00218,1,485068,492817,+
39,STPY.0321.00204,1,1410588,1418343,-
39,STPY.0321.00199,1,1385214,1392969,-
39,STPY.0321.00110,1,581343,589092,-
39,STPY.0321.00200,1,1388811,1396569,-
39,STPY.0321.00099,1,543148,550904,+
39,STPY.0321.00051,1,525164,532922,+
39,STPY.0321.00198,1,503917,511672,+
39,STPY.0321.00128,1,1409968,1417722,-
39,STPY.0321.00033,1,1317831,1325571,-
39,STPY.0321.00130,1,1409874,1417628,-
39,STPY.0321.00129,1,1409939,1417693,-
39,STPY.0321.00127,1,503485,511240,+
39,STPY.0321.00208,1,1238948,1246706,-
39,STPY.0321.00068,1,484360,492118,+
39,STPY.0321.00050,1,1341168,1348925,-
39,STPY.0321.00201,1,1316725,1324474,-
39,STPY.0321.00056,1,484362,492120,+
39,STPY.0321.00133,1,1426049,1433804,-
39,STPY.0321.00134,1,483424,491183,+
39,STPY.0321.00078,1,484249,492007,+
39,STPY.0321.00132,1,564549,572303,+
39,STPY.0321.00115,1,618091,625849,+
39,STPY.0321.00001,1,1260532,1268289,-
39,STPY.0321.00053,1,1351475,1359233,-
39,STPY.0321.00090,1,474535,482292,+
39,STPY.0321.00202,1,1386376,1394134,-
39,STPY.0321.00048,1,1269748,1277502,-
39,STPY.0321.00113,1,1260582,1268339,-
39,STPY.0321.00114,1,1260805,1268562,-
39,STPY.0321.00121,1,1265872,1273629,-
39,STPY.0321.00137,1,1425787,1433542,-
39,STPY.0321.00161,1,1268777,1276522,-
39,STPY.0321.00007,1,509998,517753,+
39,STPY.0321.00205,1,1393786,1401544,-
39,STPY.0321.00131,1,1333908,1341657,-
39,STPY.0321.00147,1,497656,505391,+
39,STPY.0321.00126,1,1372745,1380503,-
39,STPY.0321.00098,1,491712,499453,+
39,STPY.0321.00116,1,50708,58466,-
39,STPY.0321.00156,1,1363149,1370903,-
39,STPY.0321.00187,1,1336536,1344294,-
39,STPY.0321.00120,1,540520,548277,+
39,STPY.0321.00100,1,481229,488944,+
39,STPY.0321.00032,1,483815,491572,+
39,STPY.0321.00195,1,1361721,1369470,-
39,STPY.0321.00084,1,481442,489200,+
39,STPY.0321.00215,1,1300938,1308703,-
